ID,Media,FamSize,Hilary,Trump,Age,Partner,Education,SpouseEdu,Employment,Birthplace,GBirth,Dependent,Housing,Income,Education2,PartyID,Marital
300001,3,3,1,6,29,-1,9,-8,1,1,0,1,3,13,2,2,1
300002,7,2,1,6,26,2,13,-1,1,1,0,0,4,17,5,2,5
300003,3,2,3,5,23,2,9,-1,1,1,-8,2,1,6,2,3,5
300004,7,1,2,4,58,-1,9,13,1,1,0,0,3,20,2,4,1
300006,5,3,3,-8,38,2,9,-1,1,1,1,3,1,3,2,3,3
300007,7,3,1,5,60,-1,14,14,1,1,0,1,2,1,6,4,1
300008,3,1,-8,-8,58,-1,5,9,1,4,4,0,2,22,1,1,1
300012,7,1,2,6,56,1,9,9,1,1,1,0,2,28,2,3,2
300018,7,0,1,5,45,2,9,-1,1,1,0,0,1,12,2,3,4
300020,7,3,5,7,30,-1,10,13,1,1,2,2,2,19,3,3,1
300021,1,1,-8,5,40,1,7,6,1,1,0,0,3,11,1,3,3
300023,7,1,2,7,86,2,10,-1,5,1,2,0,3,14,3,3,2
300026,7,1,2,5,30,1,13,11,1,4,4,0,1,24,5,4,5
300030,7,1,1,7,67,-1,12,9,5,1,1,0,1,14,4,1,1
300034,7,0,3,6,62,2,14,-1,1,1,0,0,1,10,6,1,3
300038,0,0,-8,-8,51,2,9,-1,6,1,0,0,1,3,2,1,5
300039,7,3,3,6,46,-1,14,13,1,1,3,2,2,27,6,1,1
300040,6,0,2,6,70,2,13,-1,5,1,0,0,2,16,5,2,3
300041,7,3,3,7,30,-1,14,14,1,1,2,2,2,26,6,1,1
300042,7,1,3,3,67,-1,10,10,5,1,4,0,3,22,3,2,1
300045,4,0,1,6,66,2,9,-1,5,1,0,0,3,20,2,2,2
300046,7,0,4,6,32,2,12,-1,1,1,0,0,1,3,4,2,5
300047,2,3,4,-8,56,-1,10,9,1,1,0,0,2,-9,3,4,1
300049,7,0,2,5,65,2,14,-1,5,1,1,0,3,15,6,4,2
300050,7,1,1,5,61,-1,8,9,1,1,0,0,1,13,1,3,1
300051,5,0,-8,-8,34,2,7,-1,1,1,0,0,1,9,1,3,5
300053,7,0,4,1,68,2,13,-1,1,1,1,0,1,-9,5,3,3
300056,7,2,4,4,25,1,9,9,1,1,0,1,1,17,2,3,5
300058,7,1,3,5,73,-1,14,14,5,1,4,0,3,17,6,3,1
300059,7,1,1,4,67,-1,9,10,5,1,2,0,2,22,2,3,1
300062,6,3,6,3,35,-1,14,12,1,1,0,2,2,22,6,1,1
300064,7,1,1,5,64,-1,13,10,1,1,1,0,2,24,5,2,1
300070,4,1,1,6,73,-1,10,12,5,1,4,0,3,-9,3,2,1
300072,7,3,1,5,69,-1,13,12,5,1,0,2,2,17,5,3,1
300073,5,2,2,1,41,2,13,-1,1,1,0,2,2,11,5,2,4
300082,7,0,1,5,67,1,16,9,1,1,0,0,1,6,6,1,2
300085,7,0,-8,-8,59,2,9,-1,4,1,2,0,2,7,2,3,5
300092,7,2,1,7,54,-1,11,11,1,1,0,0,2,21,4,2,1
300093,7,0,7,5,48,2,4,-1,6,1,0,0,1,5,1,3,3
300094,5,2,3,7,26,2,10,-1,1,1,0,0,4,21,3,1,5
300098,7,1,1,6,-9,-1,8,11,5,1,1,0,3,-9,1,3,1
300099,7,1,1,5,25,2,11,-1,1,1,0,1,1,9,4,2,5
300100,7,0,1,-8,46,2,13,-1,5,1,0,0,2,19,5,1,5
300103,7,0,1,6,59,2,11,-1,1,1,2,0,2,14,4,2,5
300106,7,5,1,6,39,-1,12,10,7,1,1,3,3,14,4,3,1
300107,7,3,3,4,52,-1,13,13,1,1,0,2,2,26,5,1,1
300109,7,3,5,1,29,-1,13,13,1,4,4,2,1,13,5,3,1
300111,4,2,5,2,46,2,11,-1,1,1,1,2,2,17,4,3,3
300113,5,4,2,7,45,1,95,13,1,1,0,1,1,24,,1,3
300116,5,1,-8,-8,64,-1,8,7,1,1,0,0,3,1,1,1,1
300119,0,7,4,2,43,2,11,-1,1,1,0,4,2,1,4,3,3
300121,7,0,1,6,61,2,14,-1,1,1,0,0,3,22,6,1,3
300123,7,0,2,6,30,2,12,-1,1,1,2,0,2,14,4,2,3
300124,7,2,2,6,55,-1,11,12,1,1,2,1,2,26,4,2,1
300131,7,2,1,6,35,-1,16,16,1,1,0,1,2,27,6,1,1
300135,2,1,1,6,24,1,12,14,1,1,0,0,1,14,4,3,5
300136,7,0,-9,-9,85,2,2,-1,1,1,4,0,4,6,1,4,2
300137,7,0,4,1,61,2,13,-1,6,2,0,0,2,1,5,1,3
300140,7,0,2,7,52,2,13,-1,1,1,0,0,2,19,5,1,5
300142,1,1,-8,-8,56,2,9,-1,2,1,0,0,1,14,2,3,4
300143,7,1,3,6,68,2,10,-1,5,1,0,0,3,-9,3,1,2
300144,7,1,1,6,76,2,10,-1,6,1,1,0,1,7,3,1,3
300146,0,0,4,4,31,2,13,-1,1,1,0,0,2,17,5,3,5
300148,3,4,2,7,19,-1,13,14,7,1,0,3,2,27,5,2,1
300150,3,4,7,3,47,2,9,-1,1,1,0,2,1,3,2,1,4
300151,3,1,4,7,68,-1,11,13,1,1,2,0,2,5,4,3,1
300152,7,2,3,5,57,-1,14,14,1,1,2,2,2,27,6,1,1
300153,2,2,4,1,27,1,9,10,1,1,0,0,2,11,2,3,5
300154,2,1,3,2,32,2,9,-1,1,1,0,1,1,3,2,3,3
300155,4,0,3,5,45,2,12,-1,1,1,0,0,1,13,4,1,5
300161,2,2,4,1,50,2,7,-1,2,4,4,2,1,8,1,1,3
300165,7,0,2,7,68,2,14,-1,5,1,-8,0,2,18,6,1,2
300168,7,1,-8,7,60,-1,10,10,1,1,0,0,2,20,3,1,1
300169,5,2,4,-8,36,2,13,-1,1,1,4,2,1,3,5,3,3
300170,5,4,4,6,27,1,7,6,7,1,4,3,1,4,1,1,5
300171,6,4,5,2,-8,-1,9,9,1,4,2,2,2,12,2,2,1
300172,7,3,-9,-9,46,-1,10,11,1,1,0,1,3,23,3,3,1
300175,7,4,2,5,35,-1,10,13,1,1,0,4,1,15,3,3,1
300176,7,5,5,3,44,-1,9,9,1,1,2,3,4,9,2,3,1
300177,7,1,3,7,78,1,9,9,5,1,0,0,1,4,2,1,2
300179,7,1,2,6,83,-1,13,13,5,1,0,0,3,15,5,3,1
300180,5,4,2,1,65,2,12,-1,1,4,4,2,3,1,4,,4
300181,7,1,3,1,55,-1,9,5,6,1,0,0,2,11,2,1,1
300182,7,0,2,1,69,2,13,-1,5,4,4,0,1,12,5,1,5
300184,7,0,2,6,55,2,13,-1,1,1,0,0,1,26,5,3,3
300185,5,0,2,6,31,1,13,13,1,1,0,0,1,3,5,4,5
300186,5,1,2,7,68,-1,14,13,5,1,1,0,2,12,6,3,1
300187,7,4,5,4,42,-1,16,14,1,1,2,3,2,25,6,3,1
300188,7,0,1,6,82,2,9,-1,7,1,0,0,3,15,2,2,2
300195,4,1,1,6,53,-1,10,13,7,1,1,1,1,24,3,2,1
300196,7,1,2,6,65,1,13,9,5,1,2,0,2,16,5,2,3
300198,4,2,1,7,42,-1,12,13,1,1,2,1,2,1,4,1,1
300200,4,7,4,2,48,-1,9,5,2,4,2,2,2,-9,2,1,1
300204,5,5,3,6,30,-1,10,10,1,1,0,3,1,24,3,1,1
300207,7,1,2,6,23,-1,13,13,8,1,0,0,2,15,5,3,1
300209,4,1,4,2,51,-1,9,11,1,1,1,0,3,22,2,2,1
300210,5,2,1,7,31,1,9,13,1,1,1,2,4,24,2,2,5
300212,3,1,6,5,68,-1,4,9,1,4,4,0,4,6,1,1,1
300215,7,0,4,4,66,2,14,-1,5,1,0,0,3,14,6,4,3
300217,2,4,1,7,29,-1,12,13,7,1,0,3,2,24,4,2,1
300222,7,2,3,7,36,-1,13,9,1,1,0,1,2,26,5,1,1
300224,7,5,2,6,47,-1,13,10,1,1,0,2,2,24,5,1,1
300227,5,1,2,3,61,-1,9,9,1,1,0,0,2,22,2,3,1
300228,7,0,3,5,26,1,13,9,1,1,0,0,1,12,5,1,5
300230,7,1,-8,6,88,-1,8,8,5,1,0,0,3,-9,1,2,1
300232,1,0,3,1,83,2,3,-1,4,1,0,0,1,1,1,1,2
300234,7,3,2,7,51,-1,13,14,1,1,1,2,2,27,5,3,1
300235,5,1,2,6,36,1,9,13,1,1,0,0,1,17,2,2,5
300237,7,0,4,6,68,2,11,-1,5,1,-8,0,2,7,4,3,3
300238,3,5,2,6,23,2,9,-1,6,1,4,0,4,5,2,3,5
300240,1,2,-8,-8,34,-1,10,6,1,1,0,2,1,15,3,3,1
300242,7,2,1,4,58,-1,10,10,4,1,0,0,2,25,3,3,1
300244,7,0,2,5,69,2,13,-1,5,1,0,0,4,14,5,3,3
300245,0,5,5,1,19,2,10,-1,8,1,0,1,4,24,3,3,5
300246,3,0,5,7,30,2,9,-1,4,1,4,0,1,12,2,1,5
300248,7,1,1,5,75,1,9,9,5,1,0,0,3,11,2,4,5
300250,7,1,1,7,50,-1,9,11,1,1,1,0,2,22,2,3,1
300252,7,1,3,2,54,1,13,11,1,1,1,0,2,17,5,1,3
300254,5,4,-8,-8,38,-1,9,9,1,1,0,2,3,13,2,1,1
300255,5,2,-8,-8,27,2,10,-1,1,1,0,1,1,14,3,2,5
300256,6,0,1,6,69,2,11,-1,5,1,0,0,3,1,4,4,2
300259,4,2,1,-8,43,-1,11,11,1,4,4,0,2,22,4,2,1
300261,3,2,1,5,33,-1,9,9,1,1,0,1,1,17,2,3,1
300264,6,0,1,4,87,2,11,-1,7,1,3,0,-9,-9,4,4,2
300267,7,0,1,5,26,2,9,-1,1,1,0,0,1,13,2,2,5
300269,7,0,2,6,34,2,12,-1,1,1,0,0,1,11,4,2,3
300270,7,4,3,4,33,-1,13,13,1,1,0,2,2,24,5,3,1
300273,2,1,2,4,57,-1,10,12,1,1,0,0,2,1,3,2,1
300276,5,2,2,7,27,-1,11,11,1,1,0,1,2,23,4,3,1
300278,7,2,1,5,38,-1,9,13,1,1,4,1,1,20,2,3,1
300279,3,2,5,7,81,2,9,-1,5,1,0,0,3,1,2,1,2
300280,5,5,2,6,51,-1,95,11,1,1,0,3,3,1,,3,1
300282,6,0,2,6,75,2,9,-1,5,1,0,0,2,11,2,3,2
300284,7,0,1,6,74,2,11,-1,1,1,0,0,3,13,4,2,2
300289,7,2,6,6,43,-1,13,16,1,1,4,1,2,25,5,3,1
300297,6,1,4,5,58,1,13,13,1,4,4,0,1,25,5,1,3
300299,7,3,4,7,36,2,13,-1,4,1,0,3,2,3,5,3,5
300303,7,2,3,3,23,2,13,-1,8,1,0,0,4,7,5,2,5
300304,7,0,1,4,88,2,10,-1,7,1,0,0,3,3,3,2,2
300307,6,1,1,3,57,2,9,-1,1,1,0,0,2,18,2,3,3
300312,7,1,3,6,59,1,14,9,1,4,4,0,2,16,6,1,3
300313,7,0,1,6,86,2,14,-1,5,1,4,0,3,5,6,2,5
300317,5,1,2,5,57,-1,9,9,1,1,4,0,1,-9,2,1,1
300322,6,0,5,5,84,2,10,-1,5,1,2,0,4,5,3,4,2
300325,3,0,7,1,60,2,7,-1,1,1,1,0,1,5,1,1,3
300326,7,4,3,4,45,-1,13,10,1,1,0,2,2,15,5,1,1
300327,1,2,4,4,30,-1,9,13,1,1,0,1,2,11,2,2,1
300333,7,0,1,5,78,-1,9,9,5,1,0,0,3,1,2,3,1
300334,4,0,4,1,72,2,13,-1,5,1,1,0,2,14,5,1,2
300335,7,2,4,5,36,-1,13,12,1,1,0,1,2,21,5,3,1
300336,5,1,6,4,86,-1,4,9,5,1,1,0,1,2,1,1,1
300339,7,3,2,7,55,-1,13,14,1,1,0,2,2,26,5,1,1
300342,5,2,-8,-8,50,1,10,8,1,1,0,1,4,22,3,3,3
300343,0,0,2,5,68,-1,9,13,5,1,0,0,2,12,2,1,1
300344,7,1,2,6,69,-1,13,10,5,1,2,0,2,12,5,1,1
300345,7,0,1,6,62,2,10,-1,1,1,2,0,1,20,3,3,3
300352,7,3,3,5,42,1,11,9,1,1,1,2,1,10,4,3,5
300360,5,1,3,5,42,2,10,-1,1,1,2,0,1,15,3,1,5
300361,5,4,1,5,25,2,11,-1,8,1,0,2,4,-9,4,3,5
300363,6,0,1,5,55,2,11,-1,1,1,3,0,1,19,4,3,3
300364,7,1,3,6,76,-1,14,13,1,1,2,0,4,20,6,1,1
300371,7,0,2,4,31,1,13,13,1,1,0,0,2,8,5,1,5
300375,2,1,1,6,52,-1,8,13,4,1,-8,0,2,7,1,1,1
300376,5,2,4,5,35,-1,13,14,8,3,4,1,1,19,5,3,1
300377,3,5,4,4,25,-1,9,12,1,1,4,3,2,17,2,1,1
300383,5,4,1,7,34,-1,9,9,7,1,0,3,2,22,2,2,1
300386,7,0,5,3,38,1,10,10,4,1,0,0,1,7,3,3,3
300387,5,0,2,4,73,2,13,-1,1,1,0,0,2,-9,5,3,2
300389,5,0,5,2,52,2,14,-1,1,4,1,0,2,21,6,1,5
300393,7,1,-8,-8,66,-1,10,10,5,1,0,0,3,23,3,2,1
300398,7,2,6,1,65,-1,10,10,5,1,2,0,3,9,3,1,1
300400,7,3,1,5,45,-1,13,13,1,1,0,2,1,25,5,2,1
300402,7,0,2,6,59,2,12,-1,1,1,0,0,1,12,4,2,5
300403,5,2,6,3,25,-1,10,9,1,1,2,1,1,3,3,3,1
300404,5,3,2,6,37,-1,14,14,1,1,4,2,2,28,6,1,1
300406,7,0,-8,1,66,2,9,-1,1,1,4,0,2,14,2,1,2
300408,0,0,1,5,74,2,13,-1,5,1,0,0,2,13,5,2,2
300423,7,2,1,6,28,-1,13,13,1,4,4,0,2,17,5,4,1
300424,4,3,7,3,57,2,9,-1,7,1,0,3,1,2,2,1,2
300434,2,3,3,4,27,-1,9,13,1,1,0,2,2,21,2,4,1
300437,6,1,2,5,24,1,12,11,1,1,0,0,1,16,4,1,5
300448,5,1,4,4,23,1,10,10,1,1,1,0,4,11,3,,5
300450,7,4,4,6,43,1,13,10,1,1,0,4,3,22,5,3,3
300453,7,3,1,6,58,-1,13,12,5,1,1,0,2,27,5,3,1
300454,3,3,4,2,42,2,9,-1,4,1,0,0,4,13,2,1,3
300456,7,0,4,4,57,2,10,-1,1,1,2,0,1,9,3,1,2
300458,0,2,2,7,30,2,4,-1,8,4,4,0,-8,5,1,4,5
300460,6,2,2,6,69,-1,8,8,1,4,4,0,2,1,1,1,1
300465,7,1,3,6,87,-1,9,6,7,1,1,0,3,1,2,2,1
300467,7,2,2,5,56,-1,12,13,1,1,0,0,2,18,4,2,1
300473,0,2,2,4,18,2,9,-1,4,1,1,2,3,1,2,2,5
300475,3,0,1,7,23,2,12,-1,1,1,0,0,1,3,4,2,5
300477,7,0,1,7,71,2,12,-1,5,1,2,0,2,18,4,2,2
300482,5,0,3,7,19,2,9,-1,1,1,0,0,1,11,2,1,5
300488,5,0,3,5,44,2,9,-1,1,1,0,0,1,14,2,3,3
300493,0,0,4,4,21,2,11,-1,1,1,0,0,1,3,4,3,5
300495,4,0,5,1,67,2,10,-1,5,1,0,0,1,7,3,3,3
300497,2,6,5,1,23,1,7,14,4,1,2,2,1,8,1,3,5
300499,7,2,2,6,41,-1,13,12,1,4,3,1,2,23,5,1,1
300500,7,2,2,5,49,-1,12,12,1,1,0,0,2,25,4,2,1
300501,7,0,1,6,78,2,7,-1,5,1,0,0,3,7,1,2,2
300503,7,1,1,6,74,-1,13,13,5,4,4,0,2,26,5,2,1
300504,3,3,6,6,40,-1,10,10,1,1,0,2,2,22,3,3,1
300517,7,2,3,6,53,-1,13,13,1,1,0,0,2,27,5,3,1
300518,7,1,1,5,63,-1,12,12,1,1,0,0,3,21,4,2,1
300522,6,1,1,5,65,-1,11,13,1,1,-8,0,2,25,4,2,1
300526,7,0,3,3,64,2,13,-1,1,1,0,0,3,15,5,2,5
300534,7,4,3,7,24,2,14,-1,1,1,2,0,4,26,6,2,5
300540,7,4,4,5,50,-1,9,9,1,4,4,2,1,9,2,3,1
300541,7,2,3,1,23,2,9,-1,1,1,0,1,4,22,2,4,5
300542,7,0,2,7,25,2,13,-1,1,1,0,0,1,11,5,1,5
300543,7,3,1,6,44,-1,13,9,1,1,1,2,2,17,5,3,1
300545,7,0,2,5,76,2,14,-1,5,1,2,0,2,16,6,1,3
300546,7,1,2,-8,68,-1,14,14,1,1,0,0,2,25,6,3,1
300547,7,5,4,5,21,2,10,-1,1,1,4,2,1,2,3,3,5
300549,7,0,1,1,67,2,11,-1,5,1,0,0,2,9,4,1,3
300552,7,2,1,5,68,-1,9,13,5,1,0,0,3,20,2,2,1
300554,7,1,2,6,35,2,14,-1,1,4,4,1,1,21,6,1,2
300555,7,1,2,5,61,-1,10,10,1,1,0,0,2,22,3,2,1
300558,7,0,4,7,25,2,13,-1,8,1,0,0,1,9,5,1,5
300559,7,1,2,6,67,-1,12,9,5,1,3,0,3,14,4,1,1
300561,3,1,3,4,69,-1,13,10,5,1,0,0,3,1,5,2,1
300565,5,1,2,5,68,-1,14,13,5,1,0,0,2,23,6,3,1
300566,1,7,2,-8,32,-1,9,12,1,4,4,4,3,17,2,3,1
300569,7,2,1,5,62,-1,11,8,5,1,2,0,1,13,4,4,1
300571,7,1,2,5,69,-1,14,12,5,1,2,0,2,22,6,2,1
300572,2,0,1,5,85,2,14,-1,5,1,0,0,3,13,6,2,2
300574,7,0,-8,-8,88,2,10,-1,5,1,4,0,3,1,3,2,2
300575,2,0,-9,5,26,2,13,-1,6,1,-8,0,1,1,5,2,3
300578,7,4,3,5,38,1,9,8,1,1,0,3,4,9,2,3,3
300581,7,1,3,-8,50,2,13,-1,1,1,0,1,1,19,5,3,3
300583,7,2,2,6,54,-1,14,15,7,1,2,0,3,28,6,3,1
300586,7,2,2,7,68,2,14,-1,5,1,0,0,4,17,6,3,3
300587,5,0,6,1,-9,2,11,-1,1,4,4,0,1,13,4,1,3
300589,7,0,1,5,45,-1,14,10,5,1,0,0,1,24,6,2,1
300597,3,3,1,7,60,-1,13,13,1,1,0,0,2,22,5,3,1
300600,3,2,2,4,53,-1,13,8,7,1,2,0,-9,-9,5,2,1
300601,7,2,1,6,70,-1,10,16,5,1,4,0,2,21,3,2,1
300603,7,0,1,6,75,2,13,-1,5,1,0,0,3,22,5,2,2
300605,7,2,1,7,57,-1,14,13,1,4,2,1,3,-9,6,2,1
300609,7,0,6,4,59,2,8,-1,1,1,0,0,1,2,1,3,3
300610,7,0,3,7,76,2,10,-1,5,1,2,0,1,-9,3,1,3
300611,7,1,6,-8,61,-1,9,9,6,1,0,0,2,13,2,2,1
300612,3,2,2,6,20,2,10,-1,8,1,2,1,1,27,3,3,5
300614,7,1,1,4,62,-1,9,9,1,1,0,0,3,-9,2,3,1
300617,2,3,2,7,40,-1,12,13,1,1,0,2,2,23,4,2,1
300620,7,2,1,7,24,2,13,-1,1,1,0,0,4,15,5,1,5
300621,7,3,2,6,47,-1,13,10,1,1,0,1,2,25,5,2,1
300622,4,1,3,7,24,2,10,-1,1,1,2,0,1,5,3,3,5
300628,1,1,2,6,61,-1,9,13,1,1,0,0,2,25,2,2,1
300629,5,1,3,1,63,-1,7,7,5,1,0,0,3,17,1,1,1
300632,4,2,2,4,32,-1,12,13,4,4,4,1,1,21,4,3,1
300633,7,0,2,7,51,2,14,-1,1,1,0,0,2,21,6,1,5
300634,2,1,4,5,50,-1,12,14,1,-8,4,0,2,24,4,3,1
300636,7,1,2,6,30,-1,13,13,1,1,0,0,2,21,5,3,1
300637,3,2,6,1,60,2,11,-1,1,1,0,0,1,9,4,3,3
300638,7,0,2,3,29,2,16,-1,1,1,0,0,1,17,6,3,5
300641,7,1,2,6,63,-1,10,13,1,1,4,0,2,23,3,1,1
300642,7,0,7,4,88,2,95,-1,1,1,4,0,3,-9,,4,2
300644,5,1,4,6,63,2,13,-1,6,4,4,0,3,3,5,3,5
300655,7,0,3,7,25,2,13,-1,1,1,0,0,1,14,5,1,5
300656,1,0,6,4,72,1,13,99,4,1,0,0,3,3,5,1,3
300657,7,2,4,1,60,-1,14,13,1,1,0,0,2,24,6,4,1
300658,7,1,1,4,62,-1,9,14,1,1,0,0,2,23,2,2,1
300660,7,1,2,3,49,-1,10,13,7,1,0,0,3,28,3,2,1
300663,7,0,1,6,80,-1,9,9,5,1,0,0,4,7,2,2,1
300674,-8,0,-8,-8,84,2,7,-1,5,1,4,0,3,-9,1,3,2
300675,5,0,1,6,22,1,9,9,1,1,0,0,1,7,2,1,5
300676,7,2,5,2,26,2,12,-1,1,1,0,2,1,13,4,4,5
300677,7,0,3,3,64,2,5,-1,6,1,1,0,1,3,1,3,3
300679,1,1,3,1,23,2,9,-1,1,1,4,0,1,13,2,1,5
300680,2,1,6,7,38,-1,9,13,1,1,0,0,2,17,2,1,1
300687,7,1,1,6,77,-1,13,14,5,4,4,0,2,-9,5,2,1
300693,7,3,2,7,19,1,10,7,1,1,0,0,4,11,3,1,5
300694,7,0,4,-9,90,2,9,-1,5,1,0,0,1,-9,2,1,2
300695,2,1,3,5,31,2,10,-1,6,1,0,1,1,3,3,1,5
300696,7,1,1,6,59,-1,12,13,7,1,1,0,3,24,4,2,1
300699,7,2,2,5,45,2,7,-1,1,1,0,1,4,20,1,2,5
300702,6,0,3,5,66,2,13,-1,5,1,1,0,1,12,5,3,5
300703,3,1,2,6,23,-1,10,10,1,1,0,0,1,9,3,2,1
300704,7,1,3,2,26,2,14,-1,1,1,4,0,4,15,6,1,5
300705,6,1,1,6,59,-1,9,11,1,1,0,0,2,17,2,2,1
300706,7,2,1,5,63,-1,13,11,1,1,1,0,2,25,5,3,1
300709,7,0,5,5,77,2,6,-1,5,1,4,0,3,12,1,1,3
300711,7,0,5,1,28,1,9,9,1,1,0,0,1,8,2,1,5
300717,2,1,1,7,27,1,13,13,1,1,0,0,1,22,5,2,5
300719,7,1,2,6,-9,-1,14,16,5,1,4,0,2,1,6,1,1
300721,3,4,2,1,20,1,9,9,1,1,2,1,1,17,2,2,5
300723,6,5,1,5,40,-1,10,10,7,1,0,3,2,26,3,2,1
300724,1,3,6,2,50,-1,12,12,1,1,4,0,2,23,4,3,1
300726,4,1,-8,-8,71,-1,9,10,1,1,0,0,2,13,2,3,1
300727,-8,0,6,4,90,2,4,-1,5,1,4,0,3,3,1,1,2
300731,2,5,4,4,34,2,9,-1,1,1,0,1,2,15,2,1,5
300732,7,2,7,6,49,1,9,10,1,1,0,0,3,9,2,1,5
300734,1,0,4,5,27,2,10,-1,1,1,0,0,1,7,3,3,5
300735,1,3,3,5,48,-1,11,13,5,1,0,0,3,24,4,2,1
300736,7,1,1,3,49,2,9,-1,1,4,4,0,1,12,2,2,5
300739,7,0,2,7,24,2,9,-1,1,1,0,0,1,6,2,1,5
300740,7,2,2,2,56,-1,3,3,1,4,4,1,2,19,1,3,1
300743,7,1,3,1,78,-1,9,9,1,1,0,0,3,1,2,1,1
300745,5,1,1,7,24,2,10,-1,1,1,1,0,2,15,3,3,5
300747,7,1,1,7,63,1,11,9,6,1,1,0,3,13,4,2,3
300749,7,0,3,7,71,2,13,-1,5,1,2,0,3,14,5,3,3
300750,3,3,1,6,44,-1,10,11,1,1,0,2,1,22,3,4,1
300751,1,2,3,1,21,2,9,-1,1,1,4,0,1,4,2,3,5
300753,7,2,1,4,30,2,13,-1,1,1,0,0,4,23,5,2,5
300757,5,2,2,3,21,-1,9,9,1,1,0,1,1,9,2,3,1
300759,3,3,4,4,29,-1,13,9,1,1,0,2,2,11,5,2,1
300766,7,1,5,-8,76,-1,6,8,5,1,0,0,2,9,1,3,1
300768,7,3,5,7,42,-1,13,9,1,1,4,2,2,19,5,2,1
300769,2,4,4,3,24,2,8,-1,4,1,0,3,1,2,1,1,5
300770,7,0,1,4,74,2,10,-1,5,1,-8,0,3,11,3,3,5
300774,4,3,3,5,51,-1,8,8,1,1,0,2,2,26,1,2,1
300775,7,0,1,5,76,2,9,-1,5,1,0,0,2,-9,2,2,2
300779,7,1,6,1,25,-1,9,9,1,1,0,0,2,11,2,1,1
300780,4,3,2,7,60,-1,13,13,1,2,0,1,2,25,5,2,1
300784,7,2,2,5,30,-1,14,14,1,1,0,1,2,22,6,2,1
300785,7,0,2,7,61,-1,12,-1,2,1,-9,0,-9,8,4,2,
300789,7,2,4,-8,48,2,13,-1,1,1,0,2,2,22,5,1,3
300790,1,3,4,2,39,-1,9,9,1,4,4,2,2,21,2,3,1
300792,7,3,1,5,50,-1,13,13,1,1,0,1,2,28,5,3,1
300795,5,2,1,6,36,1,9,9,1,1,0,1,1,10,2,1,5
300796,7,1,2,5,58,-1,14,9,1,1,0,0,3,14,6,3,1
300798,7,0,4,5,30,2,14,-1,1,4,4,0,1,22,6,3,5
300799,5,3,2,7,52,-1,13,14,1,1,0,1,2,26,5,4,1
300807,7,1,2,6,54,-1,14,8,1,1,0,0,2,24,6,2,1
300808,7,2,1,4,70,-1,13,13,5,4,4,0,2,25,5,2,1
300812,7,0,2,2,81,2,12,-1,1,1,0,0,3,1,4,3,2
300813,5,1,1,5,41,-1,11,12,1,1,0,0,2,19,4,3,1
300816,5,0,5,7,23,1,13,13,1,1,0,0,1,3,5,3,5
300819,7,0,2,6,45,2,13,-1,1,1,0,0,1,19,5,4,5
300820,5,4,1,6,46,-1,10,9,1,1,0,2,2,17,3,2,1
300821,7,1,2,7,72,2,11,-1,5,1,0,0,4,5,4,1,2
300827,6,0,7,1,59,1,9,8,1,1,0,0,3,7,2,1,4
300831,7,0,2,1,57,2,7,-1,7,1,1,0,2,12,1,1,4
300833,7,0,5,-8,35,1,12,9,7,1,0,0,1,5,4,1,5
300839,3,1,2,6,40,-1,13,13,7,1,1,0,1,22,5,4,1
300847,7,1,2,7,55,-1,13,16,5,1,0,0,2,27,5,3,1
300850,3,3,2,4,79,2,14,-1,5,4,0,1,4,-9,6,2,2
300853,4,0,5,1,28,2,12,-1,1,1,4,0,1,9,4,3,5
300855,7,1,5,7,-9,-1,11,-1,1,1,2,0,2,19,4,3,
300857,7,1,4,4,56,2,10,-1,1,1,2,1,2,20,3,3,5
300859,7,1,1,4,35,2,12,-1,1,1,0,0,4,7,4,4,5
300860,4,0,2,6,58,2,14,-1,1,1,0,0,2,13,6,1,3
300864,7,1,1,7,60,2,11,-1,6,1,1,0,4,6,4,2,3
300869,7,1,1,6,57,-1,13,13,1,1,0,0,3,1,5,2,1
300872,7,0,4,-8,58,2,9,-1,6,1,0,0,1,5,2,1,3
300873,7,1,1,5,87,-1,10,8,5,1,4,0,3,-9,3,2,1
300874,3,1,1,3,47,2,9,-1,6,1,0,0,1,2,2,3,3
300875,3,1,3,6,59,-1,13,13,1,1,2,0,2,28,5,3,1
300881,5,1,2,7,84,-1,12,9,5,1,0,0,3,1,4,1,1
300882,6,0,1,3,50,2,13,-1,1,1,0,0,2,23,5,3,3
300883,7,3,3,6,48,-1,15,15,1,1,0,2,2,28,6,1,1
300885,7,4,2,6,47,2,13,-1,1,4,2,3,2,14,5,1,3
300887,7,5,1,4,57,-1,13,12,7,1,0,4,2,24,5,2,1
300890,7,3,1,5,24,1,10,13,1,1,0,0,4,28,3,2,5
300893,4,5,2,5,45,-1,14,9,1,1,0,3,2,26,6,2,1
300895,7,0,1,7,62,2,14,-1,4,1,4,0,1,3,6,2,5
300898,7,2,2,5,60,-1,16,16,1,1,4,0,2,27,6,1,1
300900,7,1,2,5,66,-1,8,11,5,1,0,0,3,15,1,2,1
300901,7,1,4,6,30,-1,10,13,8,1,3,1,2,12,3,1,1
300906,7,1,4,4,49,-1,9,9,1,4,2,0,3,15,2,1,1
300910,7,1,1,5,90,-1,15,9,5,1,3,0,1,20,6,3,1
300911,7,2,2,6,23,2,13,-1,4,4,2,0,4,23,5,1,5
300912,1,1,1,5,70,-1,13,14,7,4,4,0,3,1,5,4,1
