ID,Media,FamSize,Hilary,Trump,Age,Partner,Education,SpouseEdu,Employment,Birthplace,GBirth,Dependent,Housing,Income,Education2,PartyID,Marital
302579,3,0,1,5,44,2,9,-1,4,1,4,0,1,1,2,2,3
302580,7,3,2,7,-9,-9,10,-1,8,1,2,2,1,-9,3,3,5
302581,7,4,2,5,37,-1,13,13,1,1,1,3,2,26,5,4,1
302583,7,1,2,6,68,-1,11,9,5,1,4,0,3,17,4,2,1
302584,5,2,-8,-8,74,-1,6,11,7,1,-8,0,4,1,1,2,1
302585,4,2,4,4,36,1,10,10,7,1,4,1,1,17,3,1,5
302586,5,0,5,6,52,2,12,-1,2,1,2,0,1,14,4,3,5
302587,7,1,2,6,24,-1,9,12,1,1,3,0,1,12,2,2,1
302593,7,1,3,6,33,-1,11,10,1,1,0,1,2,11,4,3,1
302595,6,1,4,2,62,-1,9,9,1,1,0,0,3,5,2,1,1
302602,6,1,5,6,73,-1,13,9,5,1,3,0,3,12,5,1,1
302604,2,3,2,-8,18,2,10,-1,1,1,0,0,-8,21,3,1,5
302606,7,0,2,7,53,2,15,-1,6,1,0,0,2,11,6,1,3
302610,7,4,1,4,33,-1,11,10,4,1,0,2,4,26,4,4,1
302612,3,1,2,5,61,2,9,-1,1,1,1,0,2,14,2,2,2
302613,5,0,6,6,79,2,6,-1,5,1,0,0,3,11,1,3,3
302614,7,1,4,-8,68,-1,13,13,5,1,0,0,3,24,5,1,1
302615,1,1,3,6,29,2,10,-1,1,1,0,1,1,5,3,2,3
302621,5,1,5,2,80,2,9,-1,5,1,0,0,3,11,2,3,2
302626,7,1,1,6,72,-1,10,9,5,4,4,0,3,17,3,2,1
302627,4,1,5,4,40,2,9,-1,1,1,2,1,2,19,2,1,5
302629,2,4,-8,-8,25,-1,9,9,1,1,0,2,1,15,2,3,1
302632,7,1,2,7,46,2,8,-1,6,1,0,0,4,1,1,,5
302634,7,2,7,1,60,-1,8,11,1,1,0,0,2,-9,1,1,1
302639,7,1,1,-8,49,-1,13,11,1,1,0,0,2,21,5,2,1
302643,5,2,2,7,33,-1,13,14,1,1,0,1,1,22,5,3,1
302645,1,1,4,7,38,2,10,-1,1,1,4,1,1,11,3,4,3
302648,7,0,4,1,89,2,9,-1,5,1,1,0,1,7,2,3,5
302651,7,0,3,6,69,2,10,-1,1,1,3,0,3,17,3,3,5
302652,7,0,3,5,28,1,13,16,1,1,0,0,1,18,5,1,5
302653,7,2,2,7,52,-1,13,9,1,1,0,0,2,26,5,2,1
302657,5,1,4,6,45,-1,13,14,1,1,0,0,2,23,5,2,1
302659,4,3,6,2,19,2,10,-1,1,1,2,1,2,13,3,3,5
302660,5,4,6,2,44,-1,13,13,1,1,1,1,2,26,5,2,1
302661,7,1,2,7,32,2,11,-1,1,1,1,1,2,13,4,2,5
302664,7,1,2,6,80,-1,13,10,5,1,0,0,3,1,5,2,1
302665,4,2,2,2,56,-1,6,6,6,1,0,0,1,1,1,4,1
302667,7,3,3,6,36,-1,14,13,1,1,0,2,2,26,6,1,1
302669,7,3,3,6,18,2,12,-1,1,1,0,1,4,1,4,1,5
302671,7,0,1,6,71,2,12,-1,5,1,1,0,3,11,4,2,3
302673,2,3,4,1,35,2,10,-1,1,4,4,3,2,16,3,3,3
302675,7,0,1,6,29,2,13,-1,1,1,1,0,1,15,5,4,5
302678,7,1,6,1,40,2,9,-1,1,1,0,1,2,26,2,1,3
302679,4,3,2,1,56,-1,13,13,1,1,1,0,2,27,5,2,1
302680,5,3,2,7,18,2,9,-1,8,7,0,0,4,1,2,2,5
302684,4,2,2,5,22,1,9,10,1,1,0,1,2,16,2,2,5
302699,7,1,2,5,66,-1,13,13,5,1,2,0,2,27,5,3,1
302707,6,1,1,5,70,-1,9,7,5,1,0,0,3,1,2,3,1
302709,5,0,2,5,26,2,13,-1,1,1,0,0,1,17,5,1,5
302710,7,1,4,2,55,-1,10,9,1,1,0,0,3,22,3,1,1
302713,5,8,1,4,37,-1,10,13,1,1,4,5,2,28,3,3,1
302714,1,0,1,4,54,2,9,-1,1,1,0,0,2,1,2,2,3
302717,7,1,1,4,64,-1,9,9,5,1,1,0,2,15,2,2,1
302719,7,0,2,4,90,2,10,-1,5,1,3,0,2,7,3,2,2
302720,5,2,6,2,20,1,9,9,4,1,0,1,1,3,2,1,5
302722,7,2,2,6,49,-1,13,10,1,1,0,1,2,20,5,1,1
302723,2,0,1,2,55,2,4,-1,6,1,0,0,3,7,1,2,2
302724,2,1,4,6,20,2,7,-1,4,1,1,0,1,5,1,3,5
302726,7,1,1,5,67,-1,14,14,5,1,0,0,3,25,6,3,1
302730,7,2,2,7,29,-1,13,12,1,4,4,1,1,21,5,1,1
302731,7,1,4,1,55,-1,11,12,1,1,1,0,2,24,4,1,1
302733,5,0,5,6,54,2,13,-1,1,1,0,0,2,25,5,2,3
302734,7,3,2,4,54,-1,9,9,1,1,0,2,1,22,2,3,1
302736,7,2,4,2,38,-1,6,13,1,1,0,1,2,9,1,3,1
302739,7,4,1,6,24,2,13,-1,1,1,2,0,4,28,5,2,5
302741,5,0,-9,-9,53,-1,8,12,1,1,0,0,2,1,1,3,1
302746,7,0,2,5,64,2,13,-1,5,1,0,0,2,17,5,2,3
302751,5,5,5,3,42,-1,13,13,4,1,3,4,2,-9,5,3,1
302752,5,3,2,6,24,2,10,-1,8,4,4,0,2,12,3,3,5
302754,7,0,1,6,68,2,13,-1,5,4,4,0,1,5,5,3,3
302755,7,1,5,-8,45,-1,13,9,1,1,0,0,2,20,5,3,1
302757,7,4,1,5,34,-1,11,14,1,1,0,3,2,14,4,2,1
302760,2,3,-8,-8,37,-1,10,13,1,1,0,2,1,8,3,3,1
302761,7,1,6,4,72,-1,9,9,5,1,0,0,2,5,2,1,1
302764,7,0,3,5,71,2,12,-1,5,1,0,0,2,11,4,1,5
302765,7,1,1,6,75,-1,10,10,5,1,0,0,3,19,3,4,1
302770,4,0,1,7,23,2,13,-1,1,1,0,0,1,7,5,4,5
302771,7,0,2,2,53,2,13,-1,1,1,0,0,1,13,5,4,3
302774,5,1,2,4,56,-1,15,13,1,4,4,0,2,19,6,1,1
302779,5,2,3,7,21,2,11,-1,1,1,4,0,1,5,4,1,5
302781,5,0,4,6,53,2,9,-1,1,1,0,0,2,17,2,3,3
302782,7,3,1,6,46,-1,9,13,1,1,0,1,2,25,2,3,1
302785,7,4,4,7,57,2,9,-1,1,1,2,1,2,21,2,1,3
302786,1,0,1,4,24,2,12,-1,1,1,1,0,1,7,4,2,5
302787,4,0,2,-8,85,2,9,-1,5,1,4,0,3,8,2,1,5
302790,2,3,1,6,56,2,9,-1,1,1,0,1,2,9,2,2,3
302791,7,4,1,4,38,-1,10,9,1,1,0,2,2,27,3,2,1
302793,6,2,3,2,38,2,13,-1,1,1,2,2,1,1,5,1,5
302795,1,3,2,2,30,-1,11,12,1,1,0,1,2,17,4,3,1
302798,7,1,-8,-8,58,1,7,9,7,1,0,0,2,1,1,4,3
302800,7,3,2,7,41,-1,14,14,1,1,3,2,2,26,6,1,1
302805,7,2,-8,-8,50,-1,7,9,6,1,0,0,1,8,1,1,1
302806,5,3,2,7,31,-1,9,13,1,1,0,1,2,22,2,3,1
302809,7,5,2,6,44,-1,12,9,1,1,0,2,1,20,4,1,1
302810,2,0,1,6,27,-1,13,10,1,4,4,1,4,22,5,1,1
302812,7,2,4,6,41,2,11,-1,7,1,2,2,1,3,4,3,5
302813,7,1,6,1,50,2,12,-1,1,4,4,1,1,11,4,1,3
302815,7,2,-8,5,68,-1,10,10,5,1,-8,1,3,13,3,3,1
302816,7,1,4,5,71,-1,9,13,5,1,0,0,3,23,2,3,1
302821,3,1,6,6,67,-1,9,9,1,1,0,0,3,19,2,3,1
302830,1,2,2,3,25,-1,11,12,1,1,2,1,1,14,4,3,1
302835,4,2,2,5,38,2,12,-1,1,1,0,2,2,-9,4,3,3
302836,7,0,2,7,81,2,15,-1,5,1,4,0,3,23,6,1,2
302840,7,1,4,5,64,-1,1,14,5,1,4,0,2,21,1,1,1
302841,7,2,2,1,70,-1,10,13,5,1,4,0,1,12,3,,1
302843,7,2,1,6,68,-1,15,10,5,1,0,1,3,1,6,2,1
302844,7,1,4,1,29,-1,9,10,4,1,0,0,1,2,2,1,1
302850,7,1,2,4,59,2,12,-1,1,1,0,0,2,25,4,3,3
302851,2,3,-8,-8,25,-1,11,7,1,1,0,2,2,21,4,2,1
302852,7,2,3,7,34,-1,14,13,1,1,4,1,2,23,6,2,1
302856,7,0,4,1,52,2,11,-1,1,1,0,0,1,16,4,1,4
302861,7,2,3,4,48,-1,9,9,6,1,0,1,3,14,2,1,1
302864,7,0,2,-8,28,2,14,-1,1,1,0,0,1,26,6,2,5
302865,5,1,3,7,37,-1,14,14,1,1,0,0,1,20,6,1,1
302866,7,3,1,6,50,-1,10,13,7,1,0,1,2,22,3,2,1
302867,7,0,1,-8,90,2,9,-1,5,1,1,0,4,1,2,2,2
302871,7,0,4,2,76,2,10,-1,5,1,0,0,3,8,3,3,3
302872,3,2,3,6,36,-1,13,13,1,1,4,1,1,27,5,2,1
302873,0,4,1,4,19,2,10,-1,8,1,0,2,4,21,3,3,5
302874,7,2,1,5,61,-1,10,10,1,1,0,0,2,24,3,2,1
302876,7,2,5,5,52,-1,16,16,1,1,0,1,2,27,6,1,1
302877,5,4,-8,-8,41,-1,9,9,1,1,2,3,2,25,2,3,1
302878,7,2,1,2,28,-1,13,14,8,1,0,1,1,14,5,2,1
302880,2,2,2,7,66,-1,16,13,5,1,2,0,2,16,6,1,1
400002,4,3,4,7,51,-1,11,10,1,1,0,0,2,22,4,3,1
400004,2,6,2,6,26,2,9,-1,4,1,0,2,1,13,2,3,5
400006,5,1,4,4,56,-1,12,12,5,1,0,0,3,21,4,2,1
400007,5,3,3,6,20,2,10,-1,8,1,2,0,4,23,3,1,5
400009,4,1,3,5,26,2,10,-1,7,1,1,1,2,10,3,4,5
400015,3,0,4,7,41,2,9,-1,1,1,0,0,2,15,2,1,3
400016,7,0,2,7,25,2,13,-1,1,1,1,0,1,11,5,1,5
400017,7,3,1,6,60,-1,9,10,5,1,1,0,2,19,2,2,1
400018,7,1,4,7,64,-1,10,13,1,3,0,0,2,26,3,1,1
400021,7,2,4,4,49,-1,10,9,4,1,1,0,2,1,3,3,1
400028,2,3,3,6,36,-1,13,13,1,1,1,2,2,24,5,1,1
400033,6,1,2,4,62,2,9,-1,5,1,1,0,1,1,2,3,3
400035,7,0,1,6,59,-1,13,13,1,1,1,0,3,25,5,2,1
400039,7,1,1,4,55,2,10,-1,1,1,1,0,1,11,3,3,2
400041,7,2,2,6,34,-1,14,11,1,1,0,1,2,22,6,3,1
400044,7,3,2,5,59,-1,10,12,1,1,1,0,3,20,3,3,1
400045,5,3,4,7,34,-1,10,13,4,1,1,2,1,9,3,1,1
400050,7,1,4,6,63,-1,16,16,1,1,3,0,3,25,6,1,1
400052,6,2,1,5,45,-1,12,14,1,1,1,1,2,24,4,2,1
400053,7,2,1,5,55,-1,10,16,1,1,1,0,3,24,3,3,1
400054,5,3,2,6,57,-1,13,12,8,1,1,0,2,18,5,2,1
400055,6,3,3,6,21,2,11,-1,1,1,1,1,4,15,4,3,5
400056,7,0,2,5,58,-1,10,12,1,1,3,0,1,14,3,3,1
400059,3,1,4,5,25,1,13,14,1,1,1,0,1,24,5,2,5
400062,7,1,1,7,52,-1,9,9,4,1,1,1,1,14,2,1,1
400075,7,1,4,6,65,2,10,-1,5,1,1,0,3,10,3,1,3
400076,7,5,2,5,57,-1,13,13,1,1,1,1,2,25,5,2,1
400080,7,1,2,5,69,-1,10,10,5,1,1,0,2,22,3,3,1
400086,2,1,6,4,22,2,10,-1,4,1,1,1,1,9,3,1,5
400089,7,1,2,5,54,-1,14,13,1,1,1,0,3,23,6,3,1
400090,7,3,3,7,55,-1,14,13,1,1,1,0,3,27,6,3,1
400093,7,1,4,5,46,2,12,-1,1,1,0,0,4,13,4,3,3
400095,3,2,2,7,46,-1,14,9,1,1,3,0,3,23,6,3,1
400096,7,1,7,2,73,2,7,-1,5,1,1,0,3,8,1,2,2
400098,7,0,2,6,70,2,10,-1,5,1,1,0,2,15,3,2,2
400099,7,0,3,7,79,1,8,10,5,1,3,0,2,5,1,1,4
400102,2,0,1,6,54,-1,9,9,1,1,1,0,2,21,2,2,1
400103,5,4,4,1,33,2,10,-1,4,1,1,3,1,4,3,1,5
400108,6,0,4,5,81,2,6,-1,5,1,1,0,3,12,1,3,2
400109,2,4,3,3,28,-1,15,15,1,4,3,1,1,26,6,3,1
400112,7,1,2,6,32,2,13,-1,1,1,3,0,2,9,5,3,5
400113,7,1,2,7,38,-1,16,13,1,1,1,0,2,27,6,2,1
400119,7,1,2,7,-9,2,13,-1,-9,1,3,0,-9,-9,5,3,
400120,7,3,1,7,61,2,11,-1,6,1,1,1,2,5,4,4,2
400121,7,3,1,2,36,2,10,-1,4,1,1,2,2,13,3,4,5
400124,7,0,4,2,67,1,9,9,5,1,1,0,2,15,2,1,2
400126,7,3,1,7,44,2,13,-1,1,1,1,3,1,9,5,1,5
400130,7,3,5,2,46,-1,12,10,1,4,3,1,2,21,4,2,1
400131,7,3,3,5,55,-1,10,14,1,1,1,0,2,24,3,1,1
400132,3,2,5,1,30,2,9,-1,4,1,0,0,1,2,2,1,5
400133,7,1,2,6,73,-1,16,16,5,1,1,0,-9,-9,6,2,1
400134,7,0,2,2,-9,-9,13,-1,5,1,1,0,-9,-9,5,2,2
400135,7,1,3,4,64,-1,6,10,5,1,1,0,2,16,1,2,1
400136,7,1,2,7,-9,2,13,-1,1,1,1,0,1,21,5,2,5
400143,3,3,5,1,33,2,10,-1,6,1,1,3,1,3,3,3,4
400144,6,1,2,7,46,-1,9,10,1,1,0,1,2,22,2,1,1
400147,7,3,4,5,53,-1,13,13,4,1,0,2,2,22,5,3,1
400154,7,3,4,6,90,2,13,-1,5,1,1,0,3,7,5,1,2
400158,4,0,2,7,23,2,12,-1,1,1,3,0,1,7,4,1,5
400165,7,0,4,1,74,2,10,-1,5,1,3,0,1,-9,3,1,2
400172,7,2,5,3,77,-1,10,8,5,1,3,0,2,14,3,3,1
400174,5,0,2,5,22,2,15,-1,8,1,4,0,1,1,6,1,5
400175,5,3,1,5,20,2,10,-1,8,1,1,0,2,24,3,2,5
400176,7,3,3,3,34,-1,14,10,1,1,1,2,2,28,6,2,1
400177,6,1,2,7,69,-1,11,10,5,1,1,0,3,17,4,1,1
400181,7,3,3,6,37,-1,10,13,7,1,1,2,2,22,3,3,1
400183,6,7,2,6,46,-1,14,13,1,1,3,6,2,27,6,2,1
400185,7,0,1,6,33,2,13,-1,1,1,1,0,2,15,5,2,5
400187,4,2,3,6,28,1,11,12,1,4,0,2,1,1,4,1,3
400188,7,1,1,4,54,2,12,-1,8,1,1,0,1,1,4,4,2
400189,0,4,2,6,21,-1,9,9,1,1,1,2,1,11,2,2,1
400191,3,4,4,7,40,-1,13,14,1,1,0,2,3,21,5,2,1
400194,4,0,4,7,60,2,11,-1,1,1,3,0,2,7,4,1,3
400195,3,1,2,6,40,-1,14,13,1,1,3,0,2,15,6,2,1
400198,7,3,1,6,44,-1,10,11,1,1,1,0,2,11,3,2,1
400200,7,4,2,7,19,2,10,-1,1,1,0,2,4,13,3,1,5
400204,7,3,1,6,79,-1,13,8,5,1,3,0,3,24,5,2,1
400208,1,3,2,6,46,-1,12,10,1,1,1,2,2,25,4,2,1
400213,6,1,6,4,63,-1,9,10,1,1,0,0,2,17,2,3,1
400214,5,0,1,5,30,2,13,-1,1,1,1,0,2,15,5,2,5
400223,7,5,1,1,38,-1,8,9,4,1,1,4,1,5,1,3,1
400224,4,2,4,3,65,2,9,-1,1,1,1,0,1,13,2,1,2
400230,6,1,4,7,39,-1,10,12,1,1,0,0,1,21,3,2,1
400232,5,2,2,6,44,-1,12,12,1,1,2,1,2,22,4,2,1
400234,7,0,2,6,82,2,9,-1,5,4,0,0,3,5,2,3,2
400236,4,1,3,2,76,2,90,-1,5,1,1,0,3,7,2,1,2
400237,5,1,2,4,54,2,10,-1,1,1,1,0,2,12,3,2,3
400241,2,1,2,7,36,-1,9,10,1,1,1,0,2,20,2,3,1
400243,7,1,3,7,70,2,12,-1,5,1,1,0,2,-9,4,1,3
400244,7,1,1,5,66,-1,14,13,5,1,0,0,3,11,6,2,1
400245,7,1,1,6,68,2,13,-1,5,4,0,1,3,21,5,2,3
400247,7,3,2,4,47,-1,10,14,1,1,1,2,4,25,3,2,1
400248,0,2,4,5,18,2,9,-1,1,4,0,0,1,15,2,4,5
400251,7,3,1,5,38,-1,10,9,1,1,1,1,2,23,3,2,1
400255,4,4,-9,4,38,-1,13,13,1,1,1,4,2,26,5,2,1
400259,4,4,6,2,19,2,10,-1,8,1,1,2,4,18,3,3,5
400262,7,1,2,6,69,-1,14,16,5,1,4,0,3,24,6,1,1
400266,6,0,1,6,-9,2,13,-1,1,1,0,1,2,15,5,4,3
400268,7,2,2,6,55,-1,16,13,1,1,0,0,2,28,6,2,1
400269,7,4,3,5,-9,-1,13,14,1,1,1,3,2,-9,5,1,1
400271,7,0,2,5,73,2,14,-1,5,1,1,0,3,24,6,2,2
400274,7,1,4,6,62,2,9,-1,1,1,1,0,2,21,2,1,3
400275,7,1,4,4,39,-1,13,8,1,1,1,0,2,19,5,3,1
400277,7,2,1,6,59,-1,10,10,1,1,3,0,2,1,3,3,1
400278,3,3,4,1,37,-1,13,9,1,1,1,2,2,21,5,1,1
400279,6,1,2,2,73,-1,10,8,1,1,1,0,3,21,3,2,1
400281,7,0,1,4,53,-1,9,9,1,1,1,0,2,7,2,3,1
400282,7,1,2,6,-9,-1,13,14,1,1,1,0,3,-9,5,3,1
400283,6,4,1,6,56,-9,10,-1,6,1,1,2,1,-9,3,3,4
400285,7,1,3,5,65,-1,16,14,5,1,2,0,3,23,6,1,1
400289,2,1,2,2,26,1,12,15,1,1,1,0,1,1,4,3,5
400290,3,0,3,2,66,2,10,-1,5,1,1,0,1,5,3,1,3
400296,7,5,1,7,28,-1,10,13,7,1,1,3,1,20,3,2,1
400302,5,2,1,6,55,-1,9,13,1,1,1,0,3,17,2,2,1
400304,5,0,4,1,70,2,10,-1,5,1,1,0,1,5,3,1,3
400305,3,3,2,7,34,-1,11,14,1,4,0,2,2,28,4,1,1
400306,7,3,1,5,49,-1,13,13,1,1,1,0,2,24,5,4,1
400308,7,1,4,5,77,-1,14,8,5,1,3,0,3,23,6,1,1
400312,7,1,2,6,39,2,10,-1,1,4,0,1,1,15,3,2,3
400315,2,2,2,6,25,-1,10,10,1,4,0,1,1,11,3,3,1
400317,5,0,2,5,58,2,13,-1,1,1,1,0,2,13,5,2,3
400318,7,3,3,6,50,-1,14,13,1,1,1,2,2,27,6,1,1
400320,7,1,3,7,50,-1,12,9,1,1,1,0,2,20,4,2,1
400321,5,1,2,6,54,-1,16,13,1,1,1,0,2,20,6,2,1
400324,7,2,3,5,69,-1,11,11,5,1,1,0,3,22,4,1,1
400330,4,4,4,3,50,-1,14,4,1,4,0,2,2,17,6,3,1
400334,7,1,5,6,64,2,13,-1,1,1,1,0,2,14,5,3,5
400339,7,4,1,6,41,-1,13,13,7,1,2,3,2,27,5,2,1
400342,5,2,1,6,61,-1,13,11,1,1,1,0,2,26,5,2,1
400344,7,3,1,4,34,-1,9,11,1,1,1,2,2,20,2,2,1
400346,0,2,2,7,73,-1,8,10,5,1,1,0,3,12,1,4,1
400347,6,2,5,7,24,2,12,-1,1,1,2,0,1,9,4,1,5
400349,1,2,4,6,55,-1,13,13,1,4,0,2,2,17,5,1,1
400350,7,0,4,4,66,-1,8,8,5,1,1,0,2,18,1,1,1
400351,5,2,4,4,52,-1,9,9,4,1,1,0,1,15,2,3,1
400352,7,3,3,6,42,-1,14,14,1,1,1,2,1,25,6,1,1
400355,1,3,4,7,37,-1,13,13,1,1,1,2,2,25,5,1,1
400357,7,0,5,3,59,2,11,-1,1,1,1,0,2,23,4,3,3
400360,7,1,3,7,-9,-1,14,13,1,1,1,0,2,21,6,1,1
400362,7,0,2,7,27,1,14,14,1,1,2,0,1,21,6,1,5
400367,7,1,2,5,75,-1,13,13,5,1,1,0,2,19,5,3,1
400371,5,2,1,7,38,2,13,-1,1,1,3,0,2,23,5,3,5
400374,7,0,4,6,67,2,10,-1,5,1,1,0,4,5,3,3,3
400375,6,1,3,7,49,2,15,-1,1,3,1,1,2,27,6,1,4
400376,5,2,4,7,34,1,9,9,4,4,0,0,4,-9,2,3,5
400377,4,6,1,5,34,-1,14,13,1,1,1,4,2,25,6,2,1
400379,7,5,1,6,-9,-1,14,12,1,1,3,2,2,26,6,4,1
400380,7,3,7,1,28,1,10,9,1,1,0,2,1,1,3,3,5
400382,6,2,3,6,54,-1,14,10,7,1,2,1,2,13,6,1,1
400385,5,1,2,4,33,-1,9,7,1,4,1,0,2,15,2,1,1
400387,7,1,2,1,32,2,5,-1,1,1,1,0,1,3,1,3,5
400388,6,5,4,1,41,-1,13,9,1,4,1,3,2,19,5,3,1
400394,7,1,1,5,78,-1,13,14,5,1,0,0,3,-9,5,2,1
400397,7,1,2,7,61,-1,12,10,2,1,1,0,3,19,4,2,1
400399,7,1,1,4,-9,-1,10,8,1,-9,4,0,2,-9,3,4,1
400400,-9,2,2,1,53,-1,16,16,6,4,0,1,1,3,6,1,1
400401,7,1,3,4,64,2,13,-1,5,1,1,0,2,13,5,3,3
400402,7,0,1,7,67,2,14,-1,1,1,0,0,3,16,6,3,3
400404,2,3,1,6,28,-1,13,14,1,1,1,2,1,22,5,2,1
400406,6,1,1,6,32,-1,13,13,1,1,1,0,2,21,5,2,1
400408,5,0,1,1,26,1,10,10,1,1,1,0,1,7,3,3,5
400411,5,4,1,7,38,-1,9,14,1,1,1,2,2,27,2,2,1
400416,2,0,2,4,32,2,13,-1,1,1,1,0,1,25,5,2,5
400417,6,5,3,4,38,-1,10,9,1,1,0,3,1,15,3,4,1
400418,4,2,3,3,-9,-1,14,13,1,1,1,-9,2,-9,6,1,1
400424,5,3,5,3,47,-1,13,13,1,4,0,1,2,22,5,1,1
400426,7,0,1,3,35,1,10,10,1,4,0,0,1,11,3,3,3
400428,7,1,3,5,47,1,13,14,1,1,0,0,1,18,5,3,5
400439,7,8,1,6,64,-1,10,10,5,1,1,5,2,24,3,2,1
400440,7,1,2,5,56,1,9,9,4,1,1,0,3,19,2,1,3
400441,7,2,2,7,33,2,10,-1,1,1,1,2,3,2,3,3,5
400442,5,5,3,7,46,-1,9,9,1,4,0,4,1,17,2,1,1
400444,7,0,2,7,68,2,10,-1,5,1,1,0,2,4,3,1,3
400449,4,0,2,1,60,2,13,-1,1,1,0,0,2,14,5,1,3
400451,5,4,1,6,66,-1,14,13,1,1,1,0,3,26,6,3,1
400458,7,0,2,7,86,2,13,-1,5,1,0,0,3,21,5,1,3
400459,7,0,2,6,34,1,11,13,1,1,1,0,1,11,4,1,5
400460,7,0,1,5,89,2,16,-1,5,1,2,0,4,18,6,1,5
400464,5,2,3,5,36,-1,14,14,1,4,0,1,2,25,6,1,1
400465,7,1,2,4,65,-1,10,12,1,1,3,0,4,15,3,3,1
400466,3,3,6,7,27,2,10,-1,1,1,4,1,4,27,3,3,5
400471,7,2,3,4,44,-1,13,14,1,4,0,1,2,24,5,1,1
400473,4,1,1,4,25,2,10,-1,1,1,2,0,4,24,3,3,5
400481,7,1,2,7,75,-1,14,9,5,1,1,0,3,19,6,3,1
400487,7,0,2,7,69,2,13,-1,5,1,3,0,3,17,5,3,5
400490,7,0,5,1,72,2,11,-1,5,1,1,0,1,19,4,1,3
400494,5,0,1,4,47,1,11,9,2,1,1,0,2,18,4,2,3
400496,7,3,1,5,37,-1,13,9,1,1,1,2,1,22,5,3,1
400497,7,1,1,7,43,-1,13,9,1,1,1,0,2,26,5,2,1
400498,5,1,1,5,31,-1,14,13,1,1,0,0,2,26,6,3,1
400499,7,0,1,7,76,2,95,-1,1,1,1,0,3,15,,3,2
400500,7,1,1,3,-9,-1,13,13,1,1,1,0,2,-9,5,3,1
400501,7,1,2,5,60,2,14,-1,1,1,1,0,2,18,6,3,2
400503,3,0,1,6,74,-1,10,9,5,1,3,0,3,7,3,2,1
400504,7,2,4,5,39,2,13,-1,7,1,1,1,1,12,5,1,3
400505,6,3,3,7,34,2,9,-1,1,1,1,1,1,13,2,1,3
400509,7,1,3,5,63,-1,13,13,5,1,3,0,3,17,5,3,1
400514,7,0,2,6,61,2,9,-1,5,4,2,0,1,2,2,1,5
400517,7,1,1,4,77,-1,15,13,1,4,0,0,2,21,6,3,1
400523,1,0,3,1,39,1,14,10,1,1,1,1,1,8,6,3,5
400528,7,0,6,1,48,2,13,-1,4,1,0,7,2,1,5,1,5
400530,7,4,4,5,35,-1,13,13,1,1,1,2,2,24,5,1,1
400531,7,1,2,4,59,-1,15,15,1,1,3,0,2,17,6,3,1
400532,7,2,1,6,64,-1,9,9,1,1,1,0,2,21,2,2,1
400533,7,1,1,3,56,-1,13,12,1,1,4,0,2,1,5,4,1
400534,2,4,1,6,21,2,8,-1,4,1,1,2,4,1,1,1,5
400535,3,1,4,7,44,-1,9,10,1,1,1,0,1,24,2,3,1
400536,7,1,2,2,64,-1,9,5,5,1,1,0,1,12,2,3,1
400542,7,5,7,2,37,-1,9,11,1,4,1,2,2,28,2,2,1
400543,7,0,4,7,64,-1,15,10,1,1,0,0,2,24,6,1,1
400544,7,0,1,6,64,2,14,-1,6,1,1,0,2,14,6,2,3
400546,7,1,3,7,61,-1,9,10,1,1,1,0,2,26,2,3,1
400549,3,1,6,1,46,2,9,-1,1,1,1,0,1,6,2,3,5
400551,5,1,2,7,36,1,14,10,2,1,1,0,1,15,6,1,5
400553,2,0,1,6,56,2,10,-1,1,1,1,0,2,11,3,3,3
400557,2,5,1,5,67,-1,13,12,1,1,1,2,2,11,5,2,1
400560,7,1,1,5,82,-1,10,10,5,1,1,0,3,11,3,2,1
400561,3,3,4,6,23,1,9,10,1,1,1,0,4,27,2,1,5
400563,2,4,2,6,45,-1,9,10,1,1,1,3,3,15,2,2,1
400564,5,1,6,1,64,-1,13,10,7,1,1,0,2,28,5,1,1
400565,7,1,1,5,33,1,10,14,1,1,0,0,2,15,3,2,5
400566,7,2,4,7,59,2,14,-1,1,1,1,0,2,15,6,3,3
400567,7,2,1,7,53,-1,9,9,7,1,2,1,3,-9,2,1,1
400572,7,2,6,4,57,2,9,-1,4,1,1,0,4,7,2,1,2
400573,7,0,1,5,84,2,10,-1,5,1,2,0,3,6,3,1,3
400576,7,3,2,6,64,-1,11,11,6,1,3,0,2,3,4,2,1
400578,7,2,5,2,42,-1,10,9,1,1,0,1,2,11,3,2,1
400583,7,0,2,6,66,2,13,-1,5,1,0,0,4,7,5,3,2
400587,0,3,1,6,56,-1,10,10,1,1,1,0,2,-9,3,2,1
400588,3,4,5,7,-9,2,10,-1,1,1,1,1,4,-9,3,3,5
400591,3,3,4,7,20,1,9,9,1,1,1,1,1,3,2,3,5
400592,7,4,2,5,49,-1,14,10,1,1,2,3,1,25,6,2,1
400594,7,0,1,4,60,2,13,-1,6,1,3,0,1,2,5,4,3
400596,7,0,4,3,44,2,9,-1,1,1,3,0,3,23,2,1,5
400598,4,1,3,2,24,2,13,-1,6,1,1,0,1,11,5,1,5
400600,5,0,1,6,29,2,13,-1,1,1,1,0,1,7,5,3,5
400603,7,1,1,6,65,-1,13,8,5,1,3,0,2,17,5,2,1
400604,7,0,1,6,45,2,15,-1,1,1,0,0,1,1,6,3,3
400605,7,3,3,4,39,1,14,13,1,1,1,2,2,26,6,3,5
400607,7,1,2,6,35,2,12,-1,1,1,1,0,1,10,4,3,5
400609,5,3,5,1,48,-1,13,10,4,4,0,2,2,14,5,1,1
